ticker,isin,fund_name,inception_date,category,rating,risk_rating,performance_rating,equity_style_score,equity_size_score,price_prospective_earnings,price_book_ratio,price_sales_ratio,price_cash_flow_ratio,dividend_yield_factor,long_term_projected_earnings_growth,historical_earnings_growth,sales_growth,cash_flow_growth,book_value_growth,roa,roe,roic,asset_stock,asset_bond,asset_cash,asset_other,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_consumer_defensive,sector_communication_services,sector_industrials,sector_technology,market_cap_giant,market_cap_large,market_cap_medium,market_cap_small,market_cap_micro,ongoing_cost,management_fees,environmental_score,social_score,governance_score,sustainability_score,involvement_abortive_contraceptive,involvement_alcohol,involvement_animal_testing,involvement_controversial_weapons,involvement_gambling,involvement_gmo,involvement_military_contracting,involvement_nuclear,involvement_palm_oil,involvement_pesticides,involvement_small_arms,involvement_thermal_coal,involvement_tobacco,nav_per_share,shareclass_size,fund_size,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,quarters_up,quarters_down
0P00000RO1,IE0008470928,iShares STOXX Europe 50 UCITS ETF EUR (Dist),2000-04-03,Europe Large-Cap Blend Equity,3.0,2.0,3.0,154.4,333.63,14.25,1.8,1.52,10.03,3.48,8.98,-3.93,2.13,9.46,3.39,5.75,16.8,10.83,99.62,0.0,0.37,0.0,8.93,7.18,10.94,20.22,3.35,8.9,8.25,89.41,10.59,0.0,0.0,0.0,0.35,0.0,4.77,9.68,7.81,22.26,25.62,6.05,51.5,1.86,0.0,0.0,1.86,1.73,0.0,2.84,0.84,2.67,1.99,30.97,530230000.0,530230000.0,-2.54,2.14,7.55,19.34,-8.51,13.41,16.54,-2.58,13.09,-15.12,0.3,1.47,7.81,8.76,-8.47,1.95,5.09,-6.7,0.9,2.66,2.45,6.87,4.67,6.22,7.17,-2.19,4.66,16,7
0P00000RO2,IE0008471009,iShares EURO STOXX 50 UCITS ETF EUR (Dist),2000-04-03,Eurozone Large-Cap Equity,3.0,4.0,3.0,157.38,312.43,14.68,1.48,1.17,9.11,2.75,11.05,-2.63,2.51,7.13,5.47,3.87,10.54,6.51,99.63,0.0,0.36,0.0,10.41,13.6,12.57,11.42,4.37,13.94,13.75,73.35,25.59,1.06,0.0,0.0,0.1,0.0,4.58,7.8,7.56,19.96,6.32,7.28,29.26,2.78,0.0,0.0,2.78,3.46,0.0,4.23,1.26,2.43,0.0,34.77,4125319999.0,4125319999.0,-0.24,1.97,8.73,20.56,-10.13,14.22,21.18,-0.8,20.57,-21.58,0.44,1.85,10.01,7.13,-10.25,1.1,4.22,-4.96,-1.44,5.12,2.93,7.11,8.48,9.77,2.57,-0.77,5.72,15,8
0P00000T5O,FR0010010827,Lyxor FTSE MIB UCITS ETF Dist,2003-11-04,Italy Equity,3.0,4.0,3.0,115.62,237.39,11.77,0.91,0.66,6.06,2.85,7.75,-1.58,0.22,1.76,1.23,2.5,9.83,4.88,100.0,0.0,0.0,0.0,0.5,16.08,26.83,1.88,2.29,9.76,8.11,20.95,49.8,28.57,0.68,0.0,0.35,0.35,5.27,8.69,7.84,22.56,0.0,1.85,2.88,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.7,15.14,0.0,20.19,341760000.0,341760000.0,-3.98,0.65,6.88,24.02,-12.05,21.19,7.32,-1.74,17.31,-23.43,1.81,3.56,6.05,10.92,-9.96,-3.09,-0.85,1.66,-2.61,10.92,4.96,6.89,15.98,5.7,-3.73,-9.07,0.84,13,10
0P00000TBL,CH0016999861,iShares Swiss Domestic Government Bond 7-15 ETF (CH),2003-11-18,CHF Bond,4.0,5.0,4.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.4,196950000.0,196950000.0,6.65,4.1,5.39,0.14,6.44,-5.23,18.6,-0.74,2.35,6.95,-6.77,2.73,6.36,-1.69,4.34,1.64,3.24,-2.78,-0.82,-4.3,0.07,-0.23,-3.25,2.6,8.27,10.34,-0.16,13,10
0P00000TGK,CH0016999846,iShares Swiss Domestic Government Bond 3-7 ETF (CH),2003-11-18,CHF Bond,2.0,1.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,128550000.0,128550000.0,6.18,2.42,4.26,-2.71,5.43,-5.47,16.68,-0.81,1.92,6.5,-5.52,1.08,5.01,-2.99,2.66,2.35,2.1,-1.73,-1.48,-4.51,0.18,0.3,-1.26,2.9,6.53,7.8,0.34,14,9
0P00000WN8,DE0006289473,iShares eb.rexx® Government Germany 1.5-2.5yr UCITS ETF (DE),2003-06-11,EUR Government Bond - Short Term,2.0,2.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8,189370000.0,189370000.0,5.31,-0.45,4.28,-6.42,0.66,2.88,15.96,-0.43,2.45,4.32,-4.69,-1.33,3.89,-4.22,0.83,0.3,0.9,-1.36,0.39,0.39,2.14,-0.06,-1.37,3.98,4.95,7.74,0.03,14,9
0P00000WN9,DE0006289481,iShares eb.rexx® Government Germany 2.5-5.5yr UCITS ETF (DE),2003-06-11,EUR Government Bond,1.0,1.0,1.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.17,204140000.0,204140000.0,6.11,0.26,4.98,-5.81,1.63,2.71,17.43,-0.36,2.62,4.82,-5.38,-0.99,4.38,-3.68,1.64,-0.15,1.46,-1.3,0.31,0.72,1.86,-0.19,-1.49,4.1,5.51,8.53,0.13,13,10
0P00000WNA,DE0006289499,iShares eb.rexx® Government Germany 5.5-10.5yr UCITS ETF (DE),2003-06-11,EUR Government Bond,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.45,260649999.0,260649999.0,8.26,2.48,6.8,-3.21,3.49,2.82,19.93,-0.06,2.9,6.21,-6.88,0.24,5.6,-1.81,2.6,-0.2,2.36,-1.25,0.56,1.05,1.42,-0.22,-3.09,4.38,6.75,11.06,0.04,14,9
0P00000YK2,IE00B00FV128,iShares FTSE 250 UCITS ETF GBP (Dist),2004-03-26,UK Mid-Cap Equity,3.0,2.0,2.0,160.53,129.25,14.27,1.39,0.84,7.01,2.74,15.74,-9.43,2.56,5.1,4.23,4.93,10.55,7.96,88.02,-0.03,1.13,10.87,4.65,16.75,17.4,5.26,5.54,22.83,7.81,5.62,4.16,55.27,33.96,0.99,0.4,0.0,4.48,9.38,7.19,22.79,1.27,0.8,6.55,0.93,1.89,0.0,3.62,1.19,0.0,0.01,0.14,0.56,0.35,1829.8,1060650000.0,1060650000.0,-10.87,1.36,5.19,28.45,-13.44,17.37,6.14,1.86,13.84,-31.2,10.32,3.56,2.83,9.34,-13.45,-1.74,8.19,-5.91,4.95,3.33,2.73,5.34,1.46,10.98,-3.15,-2.66,4.47,16,7
0P00000ZF4,IE00B02KXH56,iShares MSCI Japan UCITS ETF USD (Dist),2004-10-01,Japan Large-Cap Equity,3.0,2.0,3.0,146.99,286.46,17.86,1.2,0.88,8.44,2.74,9.43,-4.08,3.55,2.91,4.92,4.74,8.78,7.19,99.03,0.0,0.97,0.0,5.18,15.17,8.98,7.25,9.59,21.15,14.98,51.89,37.93,10.18,0.0,0.0,0.59,0.0,5.01,9.8,9.11,23.95,4.63,1.1,19.74,0.0,0.17,0.0,0.25,1.03,0.0,0.32,0.05,0.78,1.41,15.87,1124880000.0,1124880000.0,7.98,3.75,9.61,13.24,-8.4,13.27,22.13,2.32,12.32,-10.05,-1.78,6.79,3.2,4.6,-12.69,5.15,2.87,-3.01,7.75,0.64,0.8,3.62,3.85,12.37,8.22,-3.29,10.89,16,7
0P00000ZHY,DE000A0F5UK5,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),2002-07-08,Sector Equity Industrial Materials,1.0,5.0,2.0,82.69,249.32,10.35,1.33,0.73,6.43,4.85,11.58,5.86,4.84,11.12,2.18,5.59,11.55,8.87,99.69,0.0,0.31,0.0,93.18,0.0,0.0,0.0,0.0,5.78,0.0,36.62,32.08,30.72,0.59,0.0,0.46,0.0,12.36,9.37,6.5,28.23,0.0,0.0,3.03,0.0,0.0,0.0,0.0,5.81,0.0,0.0,0.0,25.76,0.0,43.26,341770000.0,341770000.0,2.05,2.86,18.34,15.45,-12.48,27.39,90.56,4.88,24.53,-25.62,5.74,-8.51,2.45,16.47,-13.33,-1.7,8.2,-5.06,12.02,11.22,-4.23,6.77,17.41,21.29,13.47,17.93,-6.98,14,9
0P00000ZVQ,IE00B00FV011,iShares Core £ Corp Bond UCITS ETF GBP (Dist),2004-03-29,GBP Corporate Bond,4.0,4.0,4.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,97.12,0.06,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.64,11.12,8.56,24.47,5.48,1.86,11.43,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,3.48,2.41,15645.0,2161860000.0,2161860000.0,5.53,5.2,6.3,11.3,-2.77,4.25,13.4,0.91,9.84,-5.62,-0.42,3.61,2.59,5.16,-0.41,-0.14,-0.44,-1.8,2.05,-0.01,1.08,1.07,-3.03,6.75,5.65,3.68,0.94,14,9
0P000015NM,IE00B02KXL92,iShares EURO STOXX Mid UCITS ETF EUR (Dist),2004-10-29,Eurozone Mid-Cap Equity,3.0,3.0,3.0,141.48,195.84,13.11,1.08,0.7,6.46,2.08,8.58,1.85,0.94,7.01,5.16,3.52,9.21,6.57,99.29,0.0,0.71,0.0,11.11,12.35,13.04,4.3,7.35,19.68,6.13,0.0,39.73,60.27,0.0,0.0,0.4,0.0,4.85,8.86,7.66,21.67,4.59,1.88,15.64,1.16,0.0,0.0,1.73,4.49,0.0,0.0,1.73,1.23,0.0,58.18,332170000.0,332170000.0,0.77,1.95,10.78,16.49,-10.47,23.01,23.33,0.8,21.24,-22.83,2.29,0.94,6.32,6.12,-13.94,1.66,4.47,-2.05,2.62,4.98,5.5,8.23,6.3,12.71,1.6,1.31,6.58,18,5
0P000015NT,IE00B02KXM00,iShares EURO STOXX Small UCITS ETF EUR (Dist),2004-10-29,Eurozone Mid-Cap Equity,4.0,2.0,4.0,147.39,152.74,14.96,1.01,0.8,7.12,2.72,8.1,3.57,1.85,-0.66,3.24,3.38,8.69,5.68,99.15,0.0,0.85,0.0,4.62,8.47,11.2,5.51,11.03,17.48,5.83,0.0,7.4,89.52,3.08,0.0,0.4,0.0,4.98,8.18,7.42,21.39,1.21,1.45,8.54,0.0,1.65,0.0,0.74,1.09,0.0,0.0,0.0,1.09,0.0,37.53,381090000.0,381090000.0,8.13,5.02,12.08,18.48,-11.87,27.08,17.58,3.31,20.08,-18.79,2.28,0.32,8.55,6.38,-10.76,1.88,0.38,-3.43,1.64,6.41,6.68,10.14,3.96,12.9,-0.83,1.02,6.54,17,6
0P000015O4,IE0032077012,Invesco EQQQ NASDAQ-100 UCITS ETF,2002-11-25,US Large-Cap Growth Equity,5.0,4.0,5.0,222.77,351.54,27.19,6.51,4.27,16.55,0.89,13.02,10.01,11.54,10.15,8.91,11.51,31.39,17.66,100.58,0.0,-0.58,0.0,0.0,18.37,1.85,4.93,20.67,2.72,44.26,66.74,27.09,6.17,0.0,0.0,0.3,0.3,2.65,10.89,8.16,21.88,2.28,0.0,8.94,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.31,0.0,289.9,4353110000.0,5240700000.0,37.48,23.87,25.48,34.06,4.62,20.94,25.51,8.82,27.19,-2.18,4.9,4.56,6.54,14.72,-15.59,9.09,15.58,-1.7,7.0,2.15,0.18,10.45,5.4,14.79,4.9,-1.11,15.48,17,6
0P000015Z4,DE000A0Q4R28,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),2002-07-08,Sector Equity Consumer Goods & Services,1.0,5.0,2.0,76.55,264.41,9.85,0.79,0.38,4.43,0.72,13.84,-8.7,2.38,3.8,5.81,1.14,3.86,1.92,99.83,0.0,0.17,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,36.17,54.15,9.68,0.0,0.0,0.46,0.0,7.36,7.79,10.23,25.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.63,513860000.0,513860000.0,2.85,-4.34,5.63,13.4,-26.2,20.9,14.27,10.16,27.76,-35.15,1.51,-3.22,8.47,6.42,-17.32,-1.79,-9.35,0.27,4.52,10.58,-1.05,5.71,10.38,19.1,-8.68,-4.81,21.64,13,10
0P000015Z5,DE000A0H08K7,iShares STOXX Europe 600 Insurance UCITS ETF (DE),2002-07-08,Sector Equity Financial Services,3.0,3.0,4.0,40.05,245.23,7.81,0.83,0.52,9.25,5.05,4.34,4.39,-0.21,-25.88,5.54,0.7,7.79,9.69,99.46,0.0,0.54,0.0,0.0,0.0,99.13,0.0,0.0,0.87,0.0,28.93,48.15,21.98,0.94,0.0,0.46,0.0,1.13,7.95,10.07,19.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.63,155800000.0,155800000.0,-10.25,1.18,7.77,23.15,-6.11,15.93,13.63,-5.48,14.68,-26.15,2.62,-0.65,11.43,8.41,-9.96,6.97,0.34,-2.84,2.26,3.84,4.98,3.99,13.35,10.85,-3.17,-6.6,12.54,14,9
0P000015Z6,DE000A0H08E0,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),2002-07-08,Sector Equity Industrial Materials,4.0,2.0,3.0,194.7,278.77,21.27,2.01,1.64,9.08,3.19,9.14,-14.44,1.58,-6.37,23.76,3.63,8.03,5.18,99.76,0.0,0.24,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39,23.95,17.67,0.0,0.0,0.46,0.0,8.83,4.29,5.63,18.77,0.0,0.0,90.46,0.0,0.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,0.0,107.38,126620000.0,126620000.0,13.59,6.53,12.24,24.54,-13.4,17.44,22.68,8.37,22.81,-16.67,2.8,0.16,11.45,8.52,-15.26,2.43,7.45,-7.16,1.07,5.47,3.88,6.05,4.97,12.55,2.45,1.35,5.36,18,5
0P000015Z7,DE000A0H08F7,iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),2002-07-08,Sector Equity Industrial Materials,3.0,4.0,3.0,149.26,230.05,15.74,1.87,0.83,7.79,2.28,10.12,14.28,4.91,18.84,3.84,4.78,12.95,7.62,99.77,0.0,0.23,0.0,31.83,0.0,0.0,0.0,0.0,68.17,0.0,0.0,74.52,25.48,0.0,0.0,0.46,0.0,8.83,7.07,7.58,23.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.61,77850000.0,77850000.0,3.7,5.23,13.08,34.91,-16.95,14.82,29.93,3.5,21.59,-23.93,4.29,3.84,10.49,12.74,-15.07,0.64,3.96,-6.54,-0.62,3.27,2.81,8.83,1.9,17.35,1.57,6.97,9.82,17,6
0P000015Z8,DE000A0H08L5,iShares STOXX Europe 600 Media UCITS ETF (DE),2002-07-08,Sector Equity Communications,3.0,5.0,3.0,144.46,223.67,13.85,2.23,1.5,9.68,2.14,9.65,-2.09,4.62,4.73,4.11,3.82,21.71,7.18,99.69,0.0,0.31,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,55.84,44.16,0.0,0.0,0.46,0.0,0.07,4.37,6.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,10210000.0,10210000.0,-4.65,3.7,5.09,14.06,-1.58,4.25,10.68,-0.18,12.97,-23.69,-1.43,1.52,10.12,3.52,-8.08,2.76,10.51,-5.71,4.5,-4.83,1.73,3.04,-0.26,9.48,-3.02,4.51,3.26,13,10
0P000015Z9,DE000A0H08P6,iShares STOXX Europe 600 Retail UCITS ETF (DE),2002-07-08,Sector Equity Consumer Goods & Services,2.0,3.0,2.0,189.92,256.69,21.05,3.68,1.52,13.77,1.32,13.5,-3.4,5.61,13.53,-0.27,5.53,19.0,8.65,99.6,0.0,0.4,0.0,0.0,95.58,0.0,4.42,0.0,0.0,0.0,44.17,25.27,30.56,0.0,0.0,0.46,0.0,1.38,5.86,5.41,12.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.66,45890000.0,45890000.0,13.65,12.09,9.1,32.81,-9.76,3.08,10.05,8.53,16.88,-16.19,8.03,3.72,0.1,18.41,-13.84,-3.53,16.64,-6.92,1.27,0.55,1.04,0.19,2.14,8.85,-1.91,0.91,1.99,16,7
0P000015ZA,DE000A0Q4R02,iShares STOXX Europe 600 Utilities UCITS ETF (DE),2002-07-08,Sector Equity Utilities,3.0,5.0,3.0,134.24,265.2,15.67,1.77,0.97,6.7,4.35,7.9,-13.2,-10.06,-0.57,1.58,2.81,12.73,7.83,99.66,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,39.16,48.21,12.63,0.0,0.0,0.46,0.0,9.42,8.25,6.05,23.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.56,0.0,0.0,0.0,33.12,0.0,37.31,419310000.0,419310000.0,13.94,12.04,13.97,24.5,2.6,14.35,9.73,0.11,16.5,-8.96,0.12,7.72,6.99,7.9,1.64,-0.96,5.74,-3.6,-1.63,4.67,3.98,6.81,-4.65,2.33,10.14,2.1,6.36,15,8
0P000015ZB,DE000A0H08S0,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),2002-07-08,Sector Equity Consumer Goods & Services,2.0,5.0,2.0,183.06,203.77,28.48,1.65,1.1,15.13,1.35,13.98,-11.09,7.44,-1.37,9.22,3.06,1.73,6.39,99.98,0.0,0.02,0.0,0.0,77.18,0.0,0.0,0.0,22.82,0.0,0.0,44.41,53.25,2.34,0.0,0.46,0.0,5.19,10.88,7.47,23.53,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51,64470000.0,64470000.0,-19.97,-5.86,1.77,17.08,-14.94,19.67,4.66,5.49,9.39,-39.11,5.11,5.7,2.23,3.09,-12.01,-0.31,5.1,-7.73,7.91,-2.74,8.45,5.14,3.31,10.06,-6.86,-1.17,10.02,15,8
0P000015ZC,DE000A0H08M3,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),2002-07-08,Sector Equity Energy,4.0,2.0,4.0,74.53,278.15,11.65,0.94,0.53,4.77,8.45,21.33,5.92,5.15,15.53,0.47,-1.23,-4.39,-1.48,99.18,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,54.06,30.15,15.78,0.0,0.0,0.46,0.0,12.44,8.63,7.8,28.86,0.0,0.0,14.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35,436490000.0,436490000.0,-27.03,-8.48,4.01,5.02,-0.21,6.36,48.32,-10.51,2.55,-28.76,-2.54,-2.87,2.1,8.66,-15.45,6.0,17.1,-4.91,4.85,8.12,-4.68,-1.58,13.51,4.1,17.56,6.78,5.49,13,10
0P000015ZD,DE000A0H08G5,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),2002-07-08,Sector Equity Financial Services,5.0,3.0,5.0,155.08,232.34,12.5,1.04,1.28,2.96,2.49,9.69,17.28,-6.13,-10.38,4.68,6.2,15.46,9.69,95.18,0.0,0.69,4.13,0.0,2.18,96.87,0.0,0.0,0.95,0.0,0.0,75.4,24.12,0.48,0.0,0.46,0.0,1.2,8.68,10.03,19.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,45880000.0,45880000.0,5.76,9.48,12.92,38.76,-13.05,24.62,11.18,0.2,24.46,-20.57,3.65,7.43,12.27,10.99,-15.87,2.3,2.53,-1.46,2.09,2.71,9.62,8.42,3.77,12.36,-1.69,-3.01,8.92,16,7
0P0000161B,DE000A0H08H3,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),2002-07-08,Sector Equity Consumer Goods & Services,3.0,2.0,3.0,162.04,301.42,20.29,3.52,2.39,14.84,2.37,4.69,2.36,3.06,6.28,3.7,5.67,15.88,8.97,99.19,0.0,0.81,0.0,0.54,0.49,0.0,98.96,0.0,0.0,0.0,59.26,25.83,14.47,0.44,0.0,0.46,0.0,7.19,10.22,5.84,23.25,0.0,42.42,45.11,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,70.84,286100000.0,286100000.0,-1.92,3.98,8.81,22.3,-6.28,17.28,10.24,0.44,9.35,-14.66,-6.85,4.79,10.04,13.87,-5.36,2.27,4.96,-7.75,3.55,0.64,6.27,5.89,-7.08,5.54,9.28,2.87,10.09,17,6
0P0000161C,DE000A0H08J9,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),2002-07-08,Sector Equity Industrial Materials,4.0,4.0,4.0,195.27,241.43,19.94,3.04,1.19,11.55,1.53,10.51,7.13,4.62,9.31,6.51,4.78,15.71,8.19,99.67,0.0,0.33,0.0,0.0,2.95,1.09,0.89,0.29,86.67,7.19,33.75,37.78,28.36,0.12,0.0,0.46,0.0,4.81,9.51,7.22,21.9,0.0,0.0,10.05,9.79,0.0,0.0,12.16,0.0,0.0,0.0,6.09,0.0,0.0,60.4,446830000.0,446830000.0,6.0,6.3,14.21,29.25,-12.76,21.53,28.28,7.9,23.72,-26.22,5.85,-0.69,11.79,9.98,-17.32,4.12,6.04,-4.43,1.43,4.61,5.72,8.34,3.69,13.06,3.19,6.05,7.75,17,6
0P0000176P,CH0019852802,iShares SMIM® ETF (CH),2004-12-08,Switzerland Small/Mid-Cap Equity,3.0,4.0,3.0,190.23,197.32,21.46,2.69,1.69,13.02,3.31,7.79,13.72,3.59,27.25,5.89,6.29,15.49,12.76,99.73,0.0,0.41,-0.14,5.2,4.08,12.48,11.96,0.0,24.65,13.48,0.0,51.0,48.2,0.4,0.4,0.45,0.0,4.59,9.84,7.37,22.57,0.2,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,287.25,1173180000.0,1173180000.0,6.65,7.16,15.69,32.03,-13.22,25.77,24.85,4.57,17.08,-15.27,2.44,3.15,11.59,11.96,-19.08,3.88,8.66,-5.0,3.02,1.83,8.56,10.44,0.75,9.67,5.87,6.73,12.81,18,5
0P000017B4,DE0002635265,iShares Pfandbriefe UCITS ETF (DE),2004-12-02,EUR Corporate Bond,2.0,1.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.85,635390000.0,635390000.0,7.67,1.72,6.02,-3.27,1.38,4.1,17.3,0.07,3.54,4.62,-5.7,0.0,5.38,-2.66,1.15,0.33,1.41,-1.48,1.0,0.55,2.44,0.06,-2.62,4.7,5.72,8.83,-0.17,15,7
0P000017RD,SE0001056045,XACT Sverige (UCITS ETF),2003-06-02,Sweden Equity,3.0,1.0,3.0,167.26,230.76,15.55,1.8,1.81,10.08,1.52,8.31,9.29,3.31,7.85,5.85,7.27,16.28,11.18,99.92,0.0,0.08,0.0,4.77,5.61,28.16,5.39,4.31,35.57,7.34,12.9,61.44,24.1,1.5,0.06,0.15,0.15,3.46,8.25,8.19,20.42,2.32,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.7,944590000.0,857390000.0,17.41,8.5,13.21,-5.81,6.02,11.25,20.76,10.6,21.65,-16.49,-2.3,-2.54,5.87,-6.58,-0.56,8.76,3.54,-5.31,-3.29,1.39,5.21,7.83,3.11,12.13,1.67,2.74,6.53,14,9
0P0000180W,LU0192223062,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF QD Dis,2004-07-08,Property - Indirect Eurozone,3.0,4.0,4.0,138.44,131.06,12.24,0.66,5.55,9.93,7.41,5.44,-3.06,5.38,4.86,10.03,4.63,10.27,9.69,98.91,0.0,0.1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,62.77,14.19,4.29,0.4,0.28,2.83,3.93,5.26,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,213800000.0,528720000.0,-10.27,0.39,8.77,14.82,-5.36,22.27,19.0,-1.19,11.25,-23.51,0.11,6.22,0.4,7.54,-8.43,0.11,6.8,-3.33,6.35,3.07,9.64,1.73,-6.74,9.5,6.12,9.81,5.5,17,6
0P000018DV,CH0017142719,UBS ETF (CH) – SMI® (CHF) A-dis,2003-12-02,Switzerland Equity,3.0,3.0,3.0,162.01,327.87,15.83,2.46,2.22,14.84,3.21,6.99,6.24,1.25,5.94,-1.79,8.24,22.64,14.99,99.95,0.0,0.03,0.02,8.72,4.78,17.57,17.27,1.23,8.53,0.0,61.4,36.73,1.87,0.0,0.0,0.21,0.2,3.37,10.65,8.42,22.44,40.19,0.0,64.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,106.82,1978340000.0,1978340000.0,8.46,10.83,12.29,27.6,-2.55,11.65,13.54,0.46,12.25,-4.99,0.88,3.14,11.21,10.28,-6.1,8.72,2.64,-7.01,0.59,-1.77,5.47,7.13,1.49,5.12,10.66,-3.83,3.69,16,7
